phen	h2.obs	h2.latent	ascertained	p	locus	chr	start	stop	pair_id	univ_threshold
MDD_Howard2019	6.36555e-05	0.000106275	FALSE	0.0815617	1092	6	168707339	169667886	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000215852	0.00169114	FALSE	8.81939e-06	1092	6	168707339	169667886	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000105553	0.000176225	FALSE	0.0100124	1093	6	169667887	171053405	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000158344	0.00124058	FALSE	0.000376387	1093	6	169667887	171053405	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	6.60274e-06	1.10235e-05	FALSE	0.403822	1094	7	15064	617319	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000193678	0.000323353	FALSE	6.94917e-06	1095	7	617320	1366972	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.36387e-05	0.000420245	FALSE	0.0883969	1095	7	617320	1366972	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000183795	0.000306852	FALSE	8.91499e-05	1096	7	1366973	2473749	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000197518	0.0015475	FALSE	3.18705e-05	1096	7	1366973	2473749	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	7.4584e-05	0.000124521	FALSE	0.0562383	1097	7	2473750	3100211	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00047699	0.00373708	FALSE	3.8141e-17	1097	7	2473750	3100211	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.89114e-05	8.16595e-05	FALSE	0.139656	1098	7	3100212	4139431	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000498479	0.00390545	FALSE	1.28067e-18	1098	7	3100212	4139431	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000145128	0.000242298	FALSE	0.00223565	1099	7	4139432	4938442	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00149563	0.0117179	FALSE	1.38398e-85	1099	7	4139432	4938442	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000112536	0.000187884	FALSE	0.0138377	1100	7	4938443	6020653	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00945442	0.0740728	FALSE	0	1100	7	4938443	6020653	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.0001489	0.000248594	FALSE	0.000300931	1101	7	6020654	6716905	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00205033	0.0160638	FALSE	5.60665e-149	1101	7	6020654	6716905	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.62872e-05	4.38875e-05	FALSE	0.20809	1102	7	6716906	7167610	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000367055	0.00287577	FALSE	7.84704e-17	1102	7	6716906	7167610	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000303994	0.00238171	FALSE	2.31392e-09	1103	7	7167611	7926500	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000118364	0.000197613	FALSE	0.00753765	1104	7	7926501	8718351	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	3.2796e-05	0.000256948	FALSE	0.233486	1104	7	7926501	8718351	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000209336	0.000349495	FALSE	1.24034e-05	1105	7	8718352	9225106	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000131739	0.00103214	FALSE	0.00275218	1105	7	8718352	9225106	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	3.4229e-05	5.71467e-05	FALSE	0.192134	1106	7	9225107	9900801	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	8.59994e-05	0.000673782	FALSE	0.0198883	1106	7	9225107	9900801	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.31394e-07	1.38805e-06	FALSE	0.476735	1107	7	9900802	10481677	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.16478e-05	8.62281e-05	FALSE	0.0786935	1108	7	10481678	11232447	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000134041	0.000223786	FALSE	0.00205292	1109	7	11232448	11855413	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	4.92916e-06	3.86186e-05	FALSE	0.442712	1109	7	11232448	11855413	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000200049	0.000333989	FALSE	4.07972e-06	1110	7	11855414	12694915	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	9.44039e-06	7.39628e-05	FALSE	0.392134	1110	7	11855414	12694915	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	2.92777e-06	2.29382e-05	FALSE	0.452826	1111	7	12694916	13213541	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.44986e-05	9.09876e-05	FALSE	0.074136	1112	7	13213542	13676747	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	3.25524e-05	0.000255039	FALSE	0.185399	1112	7	13213542	13676747	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.84191e-05	8.08377e-05	FALSE	0.172656	1113	7	13676748	15013694	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	3.1928e-06	2.50147e-05	FALSE	0.465033	1113	7	13676748	15013694	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	7.78901e-05	0.000130041	FALSE	0.0414974	1114	7	15013695	15877564	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	1.20157e-05	9.41399e-05	FALSE	0.380167	1114	7	15013695	15877564	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	9.14057e-05	0.000152605	FALSE	0.0172286	1115	7	15877565	16739013	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.16632e-05	0.000404767	FALSE	0.107019	1115	7	15877565	16739013	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	9.08913e-05	0.000151747	FALSE	0.0305829	1116	7	16739014	17596578	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000208155	0.00163084	FALSE	2.99687e-05	1116	7	16739014	17596578	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.78625e-05	4.65175e-05	FALSE	0.284844	1117	7	17596579	19131026	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	9.80008e-05	0.00076781	FALSE	0.0306859	1117	7	17596579	19131026	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.91843e-05	8.21151e-05	FALSE	0.132944	1118	7	19131027	20122179	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000135913	0.00106484	FALSE	0.00204358	1118	7	19131027	20122179	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000296645	0.000495261	FALSE	5.71561e-08	1119	7	20122180	21390644	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000227732	0.00178422	FALSE	1.37146e-05	1119	7	20122180	21390644	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	7.63338e-05	0.000127442	FALSE	0.0595946	1120	7	21390645	22165060	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00022223	0.00174111	FALSE	1.44092e-05	1120	7	21390645	22165060	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	1.45903e-05	2.4359e-05	FALSE	0.352887	1121	7	22165061	23106680	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000298363	0.00233759	FALSE	1.01292e-09	1121	7	22165061	23106680	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.54821e-05	0.000142716	FALSE	0.0191392	1122	7	23106681	24151099	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000121023	0.000948179	FALSE	0.00220017	1122	7	23106681	24151099	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	9.17212e-05	0.000153132	FALSE	0.0125034	1123	7	24151100	24894119	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000192862	0.00151102	FALSE	6.33414e-06	1123	7	24151100	24894119	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	7.19538e-05	0.00012013	FALSE	0.060466	1124	7	24894120	25671575	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	3.37625e-05	0.00026452	FALSE	0.223601	1124	7	24894120	25671575	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	9.161e-05	0.000152947	FALSE	0.0288006	1125	7	25671576	27351286	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000186316	0.00145974	FALSE	0.0001292	1125	7	25671576	27351286	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000112052	0.000187075	FALSE	0.0159623	1126	7	27351287	28890886	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000124687	0.000976885	FALSE	0.00886397	1126	7	27351287	28890886	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	9.2064e-05	0.000153705	FALSE	0.0334319	1127	7	28890887	30175113	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000203299	0.00159279	FALSE	6.88589e-05	1127	7	28890887	30175113	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.37021e-05	8.96577e-05	FALSE	0.138793	1128	7	30175114	31730554	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00018722	0.00146681	FALSE	0.000238148	1128	7	30175114	31730554	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	9.04775e-05	0.000151056	FALSE	0.0169386	1129	7	31730555	32460228	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	3.86187e-05	6.44754e-05	FALSE	0.162679	1131	7	33159278	34114532	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	3.89722e-05	0.000305336	FALSE	0.160548	1131	7	33159278	34114532	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000103741	0.000812782	FALSE	0.00760458	1132	7	34114533	35354135	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000234678	0.000391804	FALSE	1.71836e-06	1133	7	35354136	36507690	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000291658	0.000486934	FALSE	1.08442e-07	1134	7	36507691	37981936	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	9.10605e-05	0.000713434	FALSE	0.0371869	1134	7	36507691	37981936	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000114017	0.000190356	FALSE	0.00609376	1135	7	37981937	38966483	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	1.68348e-06	1.31896e-05	FALSE	0.471853	1135	7	37981937	38966483	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.38814e-05	7.32617e-05	FALSE	0.136115	1136	7	38966484	40261240	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000161839	0.00126797	FALSE	0.000130601	1136	7	38966484	40261240	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.14446e-05	6.91935e-05	FALSE	0.161499	1137	7	40261241	41415925	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000106624	0.000835373	FALSE	0.0084379	1137	7	40261241	41415925	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.32255e-05	0.000138948	FALSE	0.0364296	1138	7	41415926	42494806	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	9.88099e-05	0.000774149	FALSE	0.0176082	1138	7	41415926	42494806	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	1.41145e-05	0.000110584	FALSE	0.350777	1139	7	42494807	43448815	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000143353	0.000239333	FALSE	0.00133559	1140	7	43448816	44989571	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	9.93055e-05	0.000778031	FALSE	0.0160819	1140	7	43448816	44989571	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.03378e-05	6.73456e-05	FALSE	0.178016	1141	7	44989572	46247335	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	6.93688e-05	0.000543486	FALSE	0.0620195	1141	7	44989572	46247335	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	6.13565e-05	0.000102437	FALSE	0.0769769	1142	7	46247336	47253454	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000164459	0.00128849	FALSE	0.000202171	1142	7	46247336	47253454	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000170536	0.000284717	FALSE	0.000353207	1143	7	47253455	48363585	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000101876	0.000798168	FALSE	0.0175201	1143	7	47253455	48363585	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	6.82269e-05	0.000113907	FALSE	0.0247764	1144	7	48363586	48984625	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	7.82516e-05	0.00061308	FALSE	0.0130479	1144	7	48363586	48984625	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000115536	0.000192891	FALSE	0.000945821	1145	7	48984626	49632426	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	9.02793e-05	0.000707314	FALSE	0.00633323	1145	7	48984626	49632426	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.22828e-05	0.000137374	FALSE	0.0301057	1146	7	49632427	50894508	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000456036	0.00357291	FALSE	1.08388e-17	1146	7	49632427	50894508	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000201911	0.000337099	FALSE	1.28749e-05	1147	7	50894509	51951647	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000173667	0.00136064	FALSE	0.0001162	1147	7	50894509	51951647	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.7972e-05	4.67003e-05	FALSE	0.194613	1148	7	51951648	52635123	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.78342e-05	0.000146643	FALSE	0.00751961	1149	7	52635124	53176523	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	3.13989e-05	0.000246002	FALSE	0.172225	1149	7	52635124	53176523	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000148675	0.000248218	FALSE	7.39252e-05	1150	7	53176524	54086987	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.50048e-05	0.000430947	FALSE	0.0607742	1150	7	53176524	54086987	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.93564e-05	9.90979e-05	FALSE	0.0146036	1151	7	54086988	54550500	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	4.7027e-05	0.000368444	FALSE	0.0380026	1151	7	54086988	54550500	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000150206	0.000250776	FALSE	4.61227e-05	1152	7	54550501	55161394	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	1.02774e-05	8.05206e-05	FALSE	0.365663	1152	7	54550501	55161394	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.33622e-05	7.2395e-05	FALSE	0.148614	1153	7	55161395	56303513	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	2.17645e-05	0.000170519	FALSE	0.292072	1153	7	55161395	56303513	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.51273e-05	0.000431907	FALSE	0.0460982	1154	7	56303514	57383657	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	2.56797e-05	0.000201194	FALSE	0.187601	1157	7	63311298	64216135	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.97262e-05	0.000149801	FALSE	0.00210225	1158	7	64216136	65294277	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	1.38988e-05	2.32046e-05	FALSE	0.234311	1159	7	65294278	66453993	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	1.6218e-05	0.000127064	FALSE	0.203363	1159	7	65294278	66453993	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	1.56583e-06	1.22679e-05	FALSE	0.457952	1160	7	66453994	66914875	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	4.27083e-05	0.000334608	FALSE	0.111669	1161	7	66914876	67474722	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000181106	0.000302364	FALSE	0.000149573	1162	7	67474723	68569224	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000108469	0.000849825	FALSE	0.0118791	1162	7	67474723	68569224	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	1.11095e-05	1.85478e-05	FALSE	0.382405	1163	7	68569225	70144614	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	6.7168e-05	0.000526243	FALSE	0.0568529	1163	7	68569225	70144614	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000171996	0.000287154	FALSE	0.000251662	1164	7	70144615	71215741	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000203218	0.00159215	FALSE	2.64008e-05	1164	7	70144615	71215741	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	7.3168e-05	0.000122157	FALSE	0.0483717	1165	7	71215742	73128830	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000275905	0.000460634	FALSE	3.08319e-08	1166	7	73128831	75243899	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000319351	0.00250203	FALSE	4.14152e-10	1166	7	73128831	75243899	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	1.90238e-05	3.1761e-05	FALSE	0.31006	1167	7	75243900	76451928	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	7.94579e-05	0.000622531	FALSE	0.0299351	1167	7	75243900	76451928	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.23445e-05	8.73913e-05	FALSE	0.0997191	1168	7	76451929	77663964	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000199997	0.000333903	FALSE	4.81978e-05	1169	7	77663965	78685009	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000191682	0.00150178	FALSE	8.69138e-05	1169	7	77663965	78685009	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000123914	0.00020688	FALSE	0.00258712	1170	7	78685010	80055721	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000192357	0.00150707	FALSE	1.66527e-05	1170	7	78685010	80055721	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000208034	0.000347321	FALSE	5.09743e-05	1171	7	80055722	81533566	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	6.44477e-05	0.00050493	FALSE	0.0955602	1171	7	80055722	81533566	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000387594	0.000647103	FALSE	5.14389e-13	1172	7	81533567	82759283	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	7.11529e-05	0.000557463	FALSE	0.0603482	1172	7	81533567	82759283	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000135375	0.000226014	FALSE	0.00134803	1173	7	82759284	83953009	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	1.97868e-05	0.000155024	FALSE	0.308113	1173	7	82759284	83953009	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.48701e-05	0.000141694	FALSE	0.00720227	1175	7	85356716	86446538	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000137986	0.000230372	FALSE	0.000725107	1176	7	86446539	87836641	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	2.18705e-05	0.00017135	FALSE	0.281734	1176	7	86446539	87836641	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000121768	0.000203296	FALSE	0.00348479	1177	7	87836642	89330087	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	9.27934e-05	0.000727011	FALSE	0.0177904	1177	7	87836642	89330087	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000154449	0.000257859	FALSE	6.76037e-05	1178	7	89330088	90660831	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	4.35172e-05	0.000340945	FALSE	0.113836	1178	7	89330088	90660831	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	9.35437e-05	0.000156175	FALSE	0.0225262	1179	7	90660832	92530165	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000110992	0.000185305	FALSE	0.00799621	1180	7	92530166	93691725	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.05983e-05	3.43897e-05	FALSE	0.308842	1181	7	93691726	95174847	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	6.17595e-05	0.00010311	FALSE	0.0782406	1182	7	95174848	96564981	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.10771e-05	0.000400175	FALSE	0.117854	1182	7	95174848	96564981	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	1.51743e-05	2.53341e-05	FALSE	0.343416	1183	7	96564982	97420207	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000105174	0.000824006	FALSE	0.00739801	1183	7	96564982	97420207	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	6.92474e-05	0.000115611	FALSE	0.0275234	1184	7	97420208	98173564	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	6.20084e-05	0.000485819	FALSE	0.0414417	1184	7	97420208	98173564	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	6.13946e-05	0.000102501	FALSE	0.0681776	1185	7	98173565	99465540	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	6.46318e-05	0.000506372	FALSE	0.059014	1185	7	98173565	99465540	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	7.73536e-05	0.000129145	FALSE	0.0401069	1186	7	99465541	100849307	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000214009	0.0016767	FALSE	4.85574e-06	1186	7	99465541	100849307	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	6.22665e-05	0.000103956	FALSE	0.0827825	1187	7	100849308	101950748	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000207893	0.00162879	FALSE	1.30295e-05	1187	7	100849308	101950748	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.81977e-05	4.70771e-05	FALSE	0.188673	1188	7	101950749	103191322	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000137308	0.00107577	FALSE	0.00010362	1188	7	101950749	103191322	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	7.355e-05	0.000122795	FALSE	0.0422896	1189	7	103191323	104109231	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.14247e-05	0.000402899	FALSE	0.108518	1189	7	103191323	104109231	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000211982	0.000353912	FALSE	6.19646e-06	1190	7	104109232	105312563	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000131689	0.00103174	FALSE	0.00218244	1190	7	104109232	105312563	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.00016011	0.00026731	FALSE	0.00118418	1191	7	105312564	106399739	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000157967	0.00123763	FALSE	0.00133638	1191	7	105312564	106399739	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000166063	0.00027725	FALSE	0.000325749	1192	7	106399740	107658603	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000482566	0.00378077	FALSE	5.33796e-18	1192	7	106399740	107658603	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.62029e-05	9.38331e-05	FALSE	0.095957	1193	7	107658604	109095558	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	6.12894e-05	0.000480186	FALSE	0.0784055	1193	7	107658604	109095558	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000253679	0.000423528	FALSE	3.74067e-07	1194	7	109095559	110479479	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000141108	0.00110554	FALSE	0.00171755	1194	7	109095559	110479479	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000203603	0.000339924	FALSE	1.19593e-05	1195	7	110479480	111795299	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000110049	0.000862202	FALSE	0.00771045	1195	7	110479480	111795299	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000182448	0.000304605	FALSE	5.84458e-05	1196	7	111795300	113339386	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000127081	0.000995642	FALSE	0.00271888	1196	7	111795300	113339386	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000274398	0.000458119	FALSE	3.3946e-08	1197	7	113339387	115321301	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000124453	0.000975051	FALSE	0.00387381	1197	7	113339387	115321301	HowardMDD__FinnGenIBD	5.01002004008016e-06
